Name,Age,Race,Gender,Occupation,Crime,Method,Death,Coordinates,County,Source1,Source2,Source3,,,
Andy Taylor,ÿ?,White,Male,?,Murder,Murder,Nov 23 1883,POINT(35.7350854 -084.3140848),Loudon,"https://www.chattanoogan.com/2010/3/21/171619/Fallen-Officers-Memorial-Event.aspx#:~:text=Andy%20Taylor%20was%20captured%20at,hanging%20on%20November%2023%2C%201883.",https://chroniclingamerica.loc.gov/lccn/sn85033681/1883-11-28/ed-1/seq-3/#date1=1883&index=0&rows=20&words=ANDY+Andy+Taylor+TAYLOR&searchType=basic&sequence=0&state=Tennessee&date2=1883&proxtext=TAYLOR%2C+ANDY&y=9&x=14&dateFilterType=yearRange&page=1,,https://archives.albany.edu/espy/catalog/10411,,
Joe Wallace,ÿ?,?,Male,?,Murder-Robbery,Murder-Robbery,Jun 17 1892,POINT(35.1334215  -085.6183990),Marion,https://archives.albany.edu/espy/catalog/10434,https://chroniclingamerica.loc.gov/lccn/sn85033429/1892-06-23/ed-1/seq-2/#date1=1892&index=1&rows=20&words=Joe+Wallace&searchType=basic&sequence=0&state=Tennessee&date2=1892&proxtext=WALLACE%2C+JOE&y=11&x=13&dateFilterType=yearRange&page=1,,,,
Robert Tate,26,White,Male,Convict,Murder-Robbery,Murder-Robbery,Nov 5 1925,POINT(35.1334215 -085.6183990),Marion,https://archives.albany.edu/concern/daos/zs25xh83z,https://newscomse.newspapers.com/image/604855445/?terms=robert%20tate&pqsid=jOhdyeEonthwrTs4CR-BcQ%3A13863%3A1331738370&match=1,https://newscomse.newspapers.com/image/604855733/?terms=robert%20tate&pqsid=jOhdyeEonthwrTs4CR-BcQ%3A13863%3A1331738370&match=1,,,
John Armstrong,?,Black,Male,?,Murder,Murder,Dec 13 1893,POINT(35.4244722  -084.6199488),Mc Minn,https://archives.albany.edu/espy/catalog/8959,https://chroniclingamerica.loc.gov/lccn/sn89058370/1893-12-20/ed-1/seq-4/#date1=1893&index=4&rows=20&words=Armstrong+John&searchType=basic&sequence=0&state=Tennessee&date2=1893&proxtext=ARMSTRONG%2C+JOHN&y=16&x=6&dateFilterType=yearRange&page=1,,,,
Beulah Mcghee,?,Black,Male,?,Murder,Murder,Nov 26 1907,POINT(35.4244722  -084.6199488),Mc Minn,https://www.law.umich.edu/special/exoneration/Pages/casedetailpre1989.aspx?caseid=301,https://archives.albany.edu/espy/catalog/10024,https://newscomse.newspapers.com/image/605443065/?terms=%22beulah%20mcghee%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A2301711%3A1570985349&match=1,,,
George Rose,70,White,Male,Tenant Farmer,Murder,Murder,Aug 26 1912,POINT(35.4244722 -084.6199488),Mc Minn,https://www.findagrave.com/memorial/169799020/george-washington-rose,https://www.newspapers.com/article/the-tennessean-gw-rose-wife-testimony-ar/3943522/,https://newscomse.newspapers.com/image/605598064/?terms=%22george%20rose%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A2344122%3A1414760567&match=1,,,
Jack Hunt,?,?,Male,?,Murder,Murder,Dec 18 1877,POINT(35.4478181 -084.2497050),Monroe,https://freepages.rootsweb.com/~snipper/genealogy/kinfolks/hunttrial.html,https://sites.rootsweb.com/~snipper/kinfolks/mdahunthang.html,https://newscomse.newspapers.com/image/586980404/?terms=%22jack%20hunt%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A2385870%3A1188510094&match=1,,,
Andrew Upton,?,Black,Male,?,Murder-Robbery,Murder-Robbery,Dec 20 1906,POINT(35.4478181 -084.2497050),Monroe,https://archives.albany.edu/espy/catalog/10429,https://www.newspapers.com/article/the-tennessean-hangong-of-two-upton-men/20705962/,https://newscomse.newspapers.com/image/585851399/?terms=%22andrew%20upton%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A2423655%3A906257716&match=1,,,
Will Upton,?,Black,Male,?,Murder-Robbery,Murder-Robbery,Dec 20 1906,POINT(35.4478181 -084.2497050),Monroe,https://archives.albany.edu/espy/catalog/10429,https://www.newspapers.com/article/the-tennessean-hangong-of-two-upton-men/20705962/,https://newscomse.newspapers.com/image/585851399/?terms=%22andrew%20upton%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A2423655%3A906257716&match=1,,,
Bill Lee,24,White,Male,Sailor,Murder-Robbery,Murder-Robbery,Jan 21 1936,POINT(35.4478181 -084.2497050),Monroe,https://archives.albany.edu/espy/catalog/10002,https://newscomse.newspapers.com/image/605238352/?terms=matt%20hensley&pqsid=M8MoiDzBdlMw119zpG4Tog%3A2570863%3A176923139&match=1,https://newscomse.newspapers.com/image/604498902/?terms=matt%20hensley&pqsid=M8MoiDzBdlMw119zpG4Tog%3A2570863%3A176923139&match=1,,,
Ernest Stanley,?,Black,Male,Escaped Convict,Murder,Murder,Jan 10 1939,POINT(36.1386970 -084.6392616),Morgan,https://soapboxie.com/government/Death-Penalty-Tennessee-Executed-Stories,https://archives.albany.edu/espy/catalog/10300,https://newscomse.newspapers.com/image/584084109/?terms=ernest%20stanley&pqsid=R_ogkWYa1XYNuw54n4awoA%3A33178%3A781520809&match=1,,,
Clarence May,33,White,Male,Farmer,Murder,Murder,Mar 20 1942,POINT(35.1094371 -084.5411124),Polk,https://archives.albany.edu/espy/catalog/10017,https://newscomse.newspapers.com/image/604630932/?terms=clarence%20may&pqsid=U2D_qieIfvSHD4zzinbZwg%3A16951%3A1332834665&match=1,https://newscomse.newspapers.com/image/772803204/?terms=clarence%20may&pqsid=U2D_qieIfvSHD4zzinbZwg%3A16951%3A1332834665&match=1,,,
William Hedden,44,White,Male,Ex Constable,Murder,Murder,Mar 30 1943,POINT(35.1094371 -084.5411124),Polk,https://www.wikitree.com/wiki/Hedden-353,https://www.findagrave.com/memorial/10372300/william-lonas-hedden,https://newscomse.newspapers.com/image/603273333/?terms=%22william%20hedden%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A2644462%3A1026292158&match=1,,,
Ike Fain,?,Black,Male,?,Murder,Murder,Oct 31 1884,POINT(35.8472504  -084.5239292),Roane,https://archives.albany.edu/espy/catalog/9829,https://chroniclingamerica.loc.gov/lccn/sn97065159/1884-04-10/ed-1/seq-2/#date1=1884&index=2&rows=20&words=Fain+Ike&searchType=basic&sequence=0&state=Tennessee&date2=1884&proxtext=ike+fain&y=0&x=0&dateFilterType=yearRange&page=1,,,,
Jim Mcelroy,?,?,Male,?,Murder,Murder,Aug 15 1922,POINT(35.8472504  -084.5239292),Roane,https://case-law.vlex.com/vid/mcelroy-v-state-886516276,https://newscomse.newspapers.com/image/586731784/?terms=%22jim%20mcelroy%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A2684788%3A2136526605&match=1,https://newscomse.newspapers.com/image/586732051/?terms=%22jim%20mcelroy%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A2684788%3A2136526605&match=1,,,
John Jones,?,Black,Male,?,Murder,Murder,Feb 14 1930,POINT(35.8472504 -084.5239292),Roane,https://archives.albany.edu/espy/catalog/9985,https://newscomse.newspapers.com/image/586799096/?terms=tom%20sartain&pqsid=M8MoiDzBdlMw119zpG4Tog%3A2812660%3A1920604317&match=1,,,,
William Tines,37,Black,Male,Escaped Convict,Rape,Rape,Nov 7 1960,POINT(35.8472504 -084.5239292),Roane,https://www.tba.org/?pg=LawBlog&blAction=showEntry&blogEntry=13476,https://law.justia.com/cases/tennessee/supreme-court/1958/315-s-w-2d-111-1.html,https://newscomse.newspapers.com/image/604378331/?terms=%22william%20tines%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A2924617%3A1011138623&match=1,,,
Mike King,?,?,Male,?,Murder-Robbery,Murder-Robbery,May 17 1895,POINT(36.4352340 -084.5035200),Scott,https://archives.albany.edu/espy/catalog/9994,https://newscomse.newspapers.com/image/604697852/?terms=%22mike%20king%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A2995426%3A29951831&match=1,https://newscomse.newspapers.com/image/604232504/?terms=%22mike%20king%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A2995426%3A29951831&match=1,,,
Ben Fowler,?,White,Male,Deputy Sheriff,Murder,Murder,Jan 25 1928,POINT(36.4352340 -084.5035200),Scott,https://www.executedtoday.com/2014/01/25/1928-ben-two-gun-fowler-cinema-shooter/,https://www.odmp.org/officer/18047-deputy-sheriff-john-wesley-west,https://archives.albany.edu/concern/daos/ww72bw43k?locale=zh,,,
Catlett Tipton,?,White,Male,?,Murder,Murder,Jul 5 1899,POINT(35.7953454 -083.5184957),Sevier,https://www.smokykin.com/tng/getperson.php?personID=I58169&tree=Smokykin,"https://www.chattanoogan.com/2020/11/29/416563/Jerry-Summers-White-Caps-And-Bluebills.aspx#:~:text=Pleas%20Wynn%20and%20Catlett%20Tipton,quelling%20the%20White%20Caps%20menace.",https://newscomse.newspapers.com/image/584190523/?terms=catlett%20tipton&pqsid=M8MoiDzBdlMw119zpG4Tog%3A3200423%3A1592321283&match=1,,,
Pleas Wynn,?,White,Male,?,Murder,Murder,Jul 5 1899,POINT(35.7953454 -083.5184957),Sevier,https://www.smokykin.com/tng/getperson.php?personID=I58169&tree=Smokykin,"https://www.chattanoogan.com/2020/11/29/416563/Jerry-Summers-White-Caps-And-Bluebills.aspx#:~:text=Pleas%20Wynn%20and%20Catlett%20Tipton,quelling%20the%20White%20Caps%20menace.",https://newscomse.newspapers.com/image/584190523/?terms=catlett%20tipton&pqsid=M8MoiDzBdlMw119zpG4Tog%3A3200423%3A1592321283&match=1,,,
William Mays,22,?,Male,?,Murder,Murder,Nov 17 1897,POINT(36.5096806 -082.3013363),Sullivan,https://archives.albany.edu/espy/catalog/10019,https://chroniclingamerica.loc.gov/lccn/sn89058128/1897-11-18/ed-1/seq-2/#date1=1859&index=1&rows=20&words=Mays+mays+William&searchType=basic&sequence=0&state=Tennessee&date2=1928&proxtext=William+Mays&y=16&x=24&dateFilterType=yearRange&page=1,https://newscomse.newspapers.com/image/604542090/?terms=%22william%20mays%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A3252366%3A381831075&match=1,,,
Ben Burchfield,44,White,Male,Restaurant Workr,Murder,Murder,Jan 14 1925,POINT(36.5096806 -082.3013363),Sullivan,https://archives.albany.edu/espy/catalog/9561,https://newscomse.newspapers.com/image/604814423/?terms=%22ben%20burchfield%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A3347773%3A1037900558&match=1,https://newscomse.newspapers.com/image/604814429/?terms=%22ben%20burchfield%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A3347773%3A1037900558&match=1,,,
Curley Ballard,56,Black,Male,Pool Room Owner,Murder,Murder,Aug 14 1936,POINT(36.5096806 -082.3013363),Sullivan,https://archives.albany.edu/espy/catalog/8963,https://newscomse.newspapers.com/image/585263536/?terms=curley%20ballard&pqsid=27g21d-dM_07Qft-G0wvkQ%3A295162%3A2095309638&match=1,,,,
Armstrong Hensley,?,White,Male,?,Murder,Murder,Feb 6 1902,POINT(36.1001287 -082.4182181),Unicoi,https://www.erwinrecord.net/news/community/early-sheriffs-of-unicoi-county-part-5-the-tapp-years/article_a428b450-736a-56ed-9b6a-2ace094c3455.html,https://archives.albany.edu/espy/catalog/9873,https://newscomse.newspapers.com/image/603745381/?terms=armstrong%20hensley&pqsid=27g21d-dM_07Qft-G0wvkQ%3A22368%3A1022432839&match=1,,,
Clarence Cox,16,White,Male,?,Murder-Robbery,Murder-Robbery,Dec 22 1894,POINT(36.2841401 -083.8360878),Union,https://www.newspapers.com/article/21185529/cox-and-stanley/,https://www.findagrave.com/memorial/9365076/serena-snoderly,https://archives.albany.edu/espy/catalog/9583,,,
John Stanley,?,White,Male,?,Murder-Robbery,Murder-Robbery,Dec 22 1894,POINT(36.2841401 -083.8360878),Union,https://www.newspapers.com/article/21185529/cox-and-stanley/,https://www.findagrave.com/memorial/9365076/serena-snoderly,https://newscomse.newspapers.com/image/604682892/?terms=john%20stanley&pqsid=27g21d-dM_07Qft-G0wvkQ%3A149435%3A1075015269&match=1,,,
Gus Mccoig,25,White,Male,Escaped Convict,Murder,Murder,Apr 8 1937,POINT(36.2841401 -083.8360878),Union,https://www.findagrave.com/memorial/143378000/gus-mccoig,https://www.newspapers.com/article/30594669/gus_mccoig/,https://newscomse.newspapers.com/image/587003148/?terms=gus%20mccoig&pqsid=27g21d-dM_07Qft-G0wvkQ%3A183749%3A1678432026&match=1,,,
Robert Sims,?,Black,Male,Farm Hand,Murder,Murder,Nov 17 1897,POINT(36.2956649  -082.4950374),Washington,https://tngenweb.org/histnews/sims-robert-d-1897/,https://www.newspapers.com/article/28845516/isham-simms-hung-for-murder-black-17/,https://newscomse.newspapers.com/image/584092344/?terms=robert%20sims&pqsid=27g21d-dM_07Qft-G0wvkQ%3A253529%3A186282563&match=1,,,
John Green,?,White,Male,?,Murder,Murder,Feb 17 1922,POINT(36.2956649  -082.4950374),Washington,https://www.knoxnews.com/story/opinion/columnists/robert-booker/2019/03/06/opinion-past-capital-punishment-meant-hangings-electric-chair/3033256002/,https://www.indherald.com/2021/11/30/murder-in-the-school-house-scott-countys-first-and-only-execution/,https://newscomse.newspapers.com/image/604867880/?terms=john%20green&pqsid=27g21d-dM_07Qft-G0wvkQ%3A221126%3A219571295&match=1,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
